"","kegg.name","id","grpvar","EMO","MEM","MMO","KO","names","Pathway","Bamboo","Larval food","BvL","sBvL","food_indicator"
"148","K11336_3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.165]","K11336","variable:Microbe_treatment",0.108644699035944,0.225352277922292,-0.755980964039027,"K11336","3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.165]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.518015339212202,-0.774226558288009,1.29224189750021,1.78360003223887,"Bamboo"
"149","K11337_bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]","K11337","variable:Microbe_treatment",0.375782562756386,0.173868582283263,-0.937802429269892,"K11337","bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism",0.700599426522747,-0.936268828118857,1.6368682546416,2.26029531027334,"Bamboo"
"150","K11584_serine/threonine-protein phosphatase 2A regulatory subunit B'","K11584","variable:Microbe_treatment",0.624320644231951,0.40805541712467,-1.35161418669924,"K11584","serine/threonine-protein phosphatase 2A regulatory subunit B'","Genetic Information Processing; Translation; mRNA surveillance pathway | Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway | Environmental Information Processing; Signal transduction; PI3K-Akt signaling pathway | Environmental Information Processing; Signal transduction; AMPK signaling pathway | Cellular Processes; Cell growth and death; Meiosis - yeast | Cellular Processes; Cell growth and death; Oocyte meiosis | Organismal Systems; Circulatory system; Adrenergic signaling in cardiomyocytes | Organismal Systems; Nervous system; Dopaminergic synapse | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins",0.973990437316872,-1.16781861983947,2.14180905715634,2.95874129752253,"Bamboo"
"151","K11617_two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]","K11617","variable:Microbe_treatment",0.61871264224207,0.070396472472543,-0.742766849349327,"K11617","two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system",0.490123317510896,-0.522702074109483,1.01282539162038,1.39710455330149,"Bamboo"
"152","K11725_phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-]","K11725","variable:Microbe_treatment",-0.0532017165618173,0.516000582567955,-0.685618659017959,"K11725","phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-]","Metabolism; Energy metabolism; Oxidative phosphorylation | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins",1.05262198376248,-1.1879089438121,2.24053092757458,3.09529570925547,"Bamboo"
"153","K11779_FO synthase [EC:2.5.1.147 4.3.1.32]","K11779","variable:Microbe_treatment",0.785694514665003,0.95484163919385,-1.80114008262986,"K11779","FO synthase [EC:2.5.1.147 4.3.1.32]","Metabolism; Energy metabolism; Methane metabolism",0.67951954804228,-0.716315746349755,1.39583529439203,1.92689285390086,"Bamboo"
"154","K11899_type VI secretion system protein ImpD","K11899","variable:Microbe_treatment",-0.022493047804435,0.256618231742492,-0.607167440287777,"K11899","type VI secretion system protein ImpD","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.73246341141181,-0.958959236353748,1.69142264776556,2.33575622920577,"Bamboo"
"155","K11915_serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]","K11915","variable:Microbe_treatment",0.030587905280704,0.0966181554620356,-0.379578343229277,"K11915","serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]","Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.619780477085529,-0.773010486129546,1.39279096321508,1.92268186345641,"Bamboo"
"156","K11918_type VI secretion system protein","K11918","variable:Microbe_treatment",0.461527315975982,0.333692693557098,-1.13425494905332,"K11918","type VI secretion system protein","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.654379926364937,-0.860227915443115,1.51460784180805,2.0911818333712,"Bamboo"
"157","K11997_tripartite motif-containing protein 2/3","K11997","variable:Microbe_treatment",0.365515192719658,0.130506341487209,-0.882494548899933,"K11997","tripartite motif-containing protein 2/3","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system",0.47870662469832,-0.713357050463066,1.19206367516139,1.64503116029617,"Bamboo"
"158","K12056_conjugal transfer mating pair stabilization protein TraG","K12056","variable:Microbe_treatment",0.111137091368595,0.40947928052354,-0.42348724688401,"K12056","conjugal transfer mating pair stabilization protein TraG","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.693710908894584,-0.634738122514105,1.32844903140869,1.83368259095115,"Bamboo"
"159","K12057_conjugal transfer pilus assembly protein TraF","K12057","variable:Microbe_treatment",0.296344757999699,0.438382356519359,-0.761937156465343,"K12057","conjugal transfer pilus assembly protein TraF","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.534397674893427,-0.550918486657848,1.08531616155128,1.49737549024832,"Bamboo"
"160","K12058_conjugal transfer mating pair stabilization protein TraN","K12058","variable:Microbe_treatment",0.2581518483759,0.254896103571884,-0.518453537642073,"K12058","conjugal transfer mating pair stabilization protein TraN","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.60388692249875,-0.607168970498091,1.21105589299684,1.67130164243996,"Bamboo"
"161","K12059_conjugal transfer pilus assembly protein TrbC","K12059","variable:Microbe_treatment",0.0784836495854193,0.232954353464242,-0.423250427800754,"K12059","conjugal transfer pilus assembly protein TrbC","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",1.15537083552558,-1.22325871404789,2.37862954957347,3.28631696937031,"Bamboo"
"162","K12060_conjugal transfer pilus assembly protein TraU","K12060","variable:Microbe_treatment",0.228465143014719,0.422477157586156,-0.67087067842322,"K12060","conjugal transfer pilus assembly protein TraU","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.649279060985369,-0.661378747543116,1.31065780852849,1.80907335326022,"Bamboo"
"163","K12061_conjugal transfer pilus assembly protein TraW","K12061","variable:Microbe_treatment",0.214162566581151,0.384560925769372,-0.64610270763759,"K12061","conjugal transfer pilus assembly protein TraW","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.556703975335888,-0.585470674734912,1.1421746500708,1.5760234880923,"Bamboo"
"164","K12063_conjugal transfer ATP-binding protein TraC","K12063","variable:Microbe_treatment",0.249238665863231,0.482008838863421,-0.689439429816301,"K12063","conjugal transfer ATP-binding protein TraC","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.979223918622366,-0.953839785176698,1.93306370379906,2.66999981796058,"Bamboo"
"165","K12064_conjugal transfer pilus assembly protein TraV","K12064","variable:Microbe_treatment",0.306299780203934,0.349572702238228,-0.728555764176676,"K12064","conjugal transfer pilus assembly protein TraV","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.849253792110208,-0.89338407380278,1.74263786591299,2.40659832281955,"Bamboo"
"166","K12065_conjugal transfer pilus assembly protein TraB","K12065","variable:Microbe_treatment",0.293367848648034,0.576912187502811,-0.852280926017972,"K12065","conjugal transfer pilus assembly protein TraB","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.781833185170927,-0.770904870138583,1.55273805530951,2.14392444098068,"Bamboo"
"167","K12066_conjugal transfer pilus assembly protein TraK","K12066","variable:Microbe_treatment",0.300565652763161,0.44096370670202,-0.76785984473846,"K12066","conjugal transfer pilus assembly protein TraK","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.635487680727357,-0.651474462068026,1.28696214279538,1.77629695142448,"Bamboo"
"168","K12067_conjugal transfer pilus assembly protein TraE","K12067","variable:Microbe_treatment",0.261812637090861,0.434896509192432,-0.734287341221099,"K12067","conjugal transfer pilus assembly protein TraE","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.60805330449024,-0.630869229810743,1.23892253430098,1.70984743572911,"Bamboo"
"169","K12072_conjugative transfer pilus assembly protein TraH","K12072","variable:Microbe_treatment",0.24793142048274,0.425747991460332,-0.678196215535942,"K12072","conjugative transfer pilus assembly protein TraH","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.772377762065153,-0.775120178342275,1.54749794040743,2.13667619087323,"Bamboo"
"170","K12111_evolved beta-galactosidase subunit alpha [EC:3.2.1.23]","K12111","variable:Microbe_treatment",-0.146814766600203,0.694204673184904,-0.650627262674262,"K12111","evolved beta-galactosidase subunit alpha [EC:3.2.1.23]","Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation",0.930998292361143,-0.99367974395093,1.92467803631207,2.65840056557787,"Bamboo"
"171","K12129_pseudo-response regulator 7","K12129","variable:Microbe_treatment",0.418661094898925,0.273542514433226,-1.03615786424936,"K12129","pseudo-response regulator 7","Organismal Systems; Environmental adaptation; Circadian rhythm - plant",0.375250558566446,-0.5840853524369,0.959335911003346,1.32311664638062,"Bamboo"
"172","K12234_coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]","K12234","variable:Microbe_treatment",0.582731357860487,0.679721635800409,-1.39458172569442,"K12234","coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]","Metabolism; Energy metabolism; Methane metabolism",0.537716684421762,-0.617939784220971,1.15565646864273,1.59467185644656,"Bamboo"
"173","K12286_MSHA biogenesis protein MshP","K12286","variable:Microbe_treatment",0.212489225338948,0.0392823149868561,-0.442147109619383,"K12286","MSHA biogenesis protein MshP","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.452610682942495,-0.568198852598848,1.02080953554134,1.4081484088494,"Bamboo"
"174","K12309_beta-galactosidase [EC:3.2.1.23]","K12309","variable:Microbe_treatment",0.868055482245311,1.00659663350367,-2.11223798850675,"K12309","beta-galactosidase [EC:3.2.1.23]","Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Lipid metabolism; Sphingolipid metabolism | Metabolism; Glycan biosynthesis and metabolism; Glycosaminoglycan degradation | Metabolism; Glycan biosynthesis and metabolism; Glycosphingolipid biosynthesis - ganglio series | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation | Cellular Processes; Transport and catabolism; Lysosome | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",1.57736999138961,-1.72162230417418,3.29899229556378,4.5593843538026,"Bamboo"
"175","K12533_ATP-binding cassette, subfamily C, bacterial RsaD","K12533","variable:Microbe_treatment",0.387942067281022,0.0981169378989124,-0.875869722031953,"K12533","ATP-binding cassette, subfamily C, bacterial RsaD","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system",0.505988705801111,-0.742665646232855,1.24865435203397,1.72330871477487,"Bamboo"
"176","K12982_heptosyltransferase I [EC:2.4.-.-]","K12982","variable:Microbe_treatment",0.0727346140936079,0.351379954333142,-0.645187424731207,"K12982","heptosyltransferase I [EC:2.4.-.-]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins",0.427353712872698,-0.561580005226042,0.98893371809874,1.36405702888526,"Bamboo"
"177","K12996_rhamnosyltransferase [EC:2.4.1.-]","K12996","variable:Microbe_treatment",0.0161233343388866,0.0405096833541478,-0.0588233128689666,"K12996","rhamnosyltransferase [EC:2.4.1.-]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins",0.703836577459655,-0.705166434075882,1.40900301153554,1.945106749776,"Bamboo"
"178","K13107_RNA-binding motif protein, X-linked 2","K13107","variable:Microbe_treatment",0.270610568554724,0.24362471679292,-0.87054064481514,"K13107","RNA-binding motif protein, X-linked 2","Brite Hierarchies; Protein families: genetic information processing; Spliceosome",0.848622018179855,-1.06495589175628,1.91357790993613,2.64304660985351,"Bamboo"
"179","K13126_polyadenylate-binding protein","K13126","variable:Microbe_treatment",0.0291108584586896,0.0562051192139668,-0.270739115522547,"K13126","polyadenylate-binding protein","Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; mRNA surveillance pathway | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome",0.706075615128897,-0.818656873299451,1.52473248842835,2.10518648256779,"Bamboo"
"180","K13254_spastin [EC:5.6.1.1]","K13254","variable:Microbe_treatment",1.36373924349705,0.335997725093432,-1.89413003498187,"K13254","spastin [EC:5.6.1.1]","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking",0.728446310985956,-0.846473738672415,1.57492004965837,2.17460709697716,"Bamboo"
"181","K13274_cell wall-associated protease [EC:3.4.21.-]","K13274","variable:Microbe_treatment",0.453202160766021,0.179396937018442,-0.720927501734118,"K13274","cell wall-associated protease [EC:3.4.21.-]","Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts",0.693342697027952,-0.746972049675945,1.4403147467039,1.988417877879,"Bamboo"
"182","K13416_brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]","K13416","variable:Microbe_treatment",0.441406183971313,0.526268773653381,-1.30363038591769,"K13416","brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]","Environmental Information Processing; Signal transduction; MAPK signaling pathway - plant | Environmental Information Processing; Signal transduction; Plant hormone signal transduction | Organismal Systems; Environmental adaptation; Plant-pathogen interaction | Brite Hierarchies; Protein families: metabolism; Protein kinases",1.04560340499499,-1.2495816422583,2.2951850472533,3.17089457230262,"Bamboo"
"183","K13448_calcium-binding protein CML","K13448","variable:Microbe_treatment",0.515117467932722,0.422844289534537,-1.2209157891272,"K13448","calcium-binding protein CML","Organismal Systems; Environmental adaptation; Plant-pathogen interaction",0.984939826611728,-1.15673780855773,2.14167763516946,2.95855951154105,"Bamboo"
"184","K13523_lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]","K13523","variable:Microbe_treatment",0.1883580176987,0.076849288281305,-0.639785509866113,"K13523","lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]","Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins",0.391832105085978,-0.619260493828397,1.01109259891438,1.39470771369927,"Bamboo"
"185","K13586_holdfast attachment protein HfaB","K13586","variable:Microbe_treatment",0.754671472112943,0.712132537824729,-1.57346547501237,"K13586","holdfast attachment protein HfaB","Cellular Processes; Cell growth and death; Cell cycle - Caulobacter",1.07872903656509,-1.143489465472,2.22221850203708,3.0699655317975,"Bamboo"
"186","K13591_two-component system, cell cycle response regulator PopA","K13591","variable:Microbe_treatment",0.20456843244968,0.137348103096139,-0.755154203194691,"K13591","two-component system, cell cycle response regulator PopA","Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system",0.361646741334542,-0.612547557094859,0.974194298429401,1.34366911713172,"Bamboo"
"187","K13613_polyketide synthase PksM","K13613","variable:Microbe_treatment",-0.27563097045162,0.00830862639320316,-0.0349469816777253,"K13613","polyketide synthase PksM","Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",0.582344214633662,-0.765869644050613,1.34821385868428,1.8610217646336,"Bamboo"
"188","K13679_granule-bound starch synthase [EC:2.4.1.242]","K13679","variable:Microbe_treatment",0.431835180729375,0.394062249290438,-1.17794214593147,"K13679","granule-bound starch synthase [EC:2.4.1.242]","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",0.929189289995451,-1.14293627707165,2.0721255670671,2.862353456041,"Bamboo"
"189","K13703_abhydrolase domain-containing protein 11","K13703","variable:Microbe_treatment",0.765973591698758,0.455635617646345,-1.45281523584482,"K13703","abhydrolase domain-containing protein 11","Brite Hierarchies; Protein families: metabolism; Peptidases",0.689527127579631,-0.829905861656632,1.51943298923626,2.09785609071451,"Bamboo"
"190","K13730_internalin A","K13730","variable:Microbe_treatment",0.256829731584279,0.612153997830604,-0.775264096396134,"K13730","internalin A","Human Diseases; Infectious diseases: Bacterial; Bacterial invasion of epithelial cells",1.43119404500916,-1.37429136111069,2.80548540611985,3.87675402388015,"Bamboo"
"191","K13747_carboxynorspermidine decarboxylase [EC:4.1.1.96]","K13747","variable:Microbe_treatment",0.108554269193135,0.161094382347095,-0.281539574760325,"K13747","carboxynorspermidine decarboxylase [EC:4.1.1.96]","Metabolism; Amino acid metabolism; Arginine and proline metabolism",0.671058196227221,-0.678277872867638,1.34933606909486,1.86257403245236,"Bamboo"
"192","K13776_citronellyl-CoA synthetase [EC:6.2.1.-]","K13776","variable:Microbe_treatment",1.04844355646708,1.4690105314441,-2.54609369280232,"K13776","citronellyl-CoA synthetase [EC:6.2.1.-]","Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins",0.565217075968515,-0.582605859210669,1.14782293517918,1.58383632882362,"Bamboo"
"193","K13990_glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","K13990","variable:Microbe_treatment",-0.141586335154876,0.109716230170281,-0.100899952904884,"K13990","glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]","Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome",0.720460555763362,-0.801073042090044,1.52153359785341,2.10076170193095,"Bamboo"
"194","K14029_methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]","K14029","variable:Microbe_treatment",0.317665049150644,0.0945162140362066,-0.813504902075895,"K14029","methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]","Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation",0.430430827711443,-0.674097938103514,1.10452876581496,1.52395081608008,"Bamboo"
"195","K14157_alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","K14157","variable:Microbe_treatment",0.179857706758215,0.0722317963585326,-0.401290589836655,"K14157","alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","Metabolism; Amino acid metabolism; Lysine degradation",0.647012066971551,-0.737600794236749,1.3846128612083,1.911369720525,"Bamboo"
"196","K14257_tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]","K14257","variable:Microbe_treatment",-0.322584601699555,0.245390415850324,-0.307793303190889,"K14257","tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of type II polyketide products | Metabolism; Metabolism of terpenoids and polyketides; Tetracycline biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Staurosporine biosynthesis",0.475312194032677,-0.709060670078567,1.18437286411124,1.63439304967031,"Bamboo"
"197","K14333_2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]","K14333","variable:Microbe_treatment",0.422934547025145,0.586612522413351,-1.04928318967758,"K14333","2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",0.951004760467242,-0.975130888755254,1.9261356492225,2.66041677001843,"Bamboo"
"198","K14424_methylsterol monooxygenase 2","K14424","variable:Microbe_treatment",0.604493662923093,0.642022938956447,-1.47103105494067,"K14424","methylsterol monooxygenase 2","Metabolism; Lipid metabolism; Steroid biosynthesis",0.953536418974112,-1.08985230649597,2.04338872547008,2.82260398125168,"Bamboo"
"199","K14448_(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]","K14448","variable:Microbe_treatment",0.122479812683488,0.250755940642426,-0.406673747710045,"K14448","(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism",1.33889218832753,-1.35919435515588,2.6980865434834,3.72819739254837,"Bamboo"
"200","K14459_hexosaminidase [EC:3.2.1.52]","K14459","variable:Microbe_treatment",0.451710733265536,0.550353120460185,-1.33430508910166,"K14459","hexosaminidase [EC:3.2.1.52]","Metabolism; Glycan biosynthesis and metabolism; Various types of N-glycan biosynthesis | Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation",1.0735387377952,-1.27526187077897,2.34880060857417,3.24505687701672,"Bamboo"
"201","K14470_2-methylfumaryl-CoA isomerase [EC:5.4.1.3]","K14470","variable:Microbe_treatment",0.146931362744081,0.14533129250428,-0.396416964966231,"K14470","2-methylfumaryl-CoA isomerase [EC:5.4.1.3]","Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes",1.16713922491473,-1.23037741281238,2.3975166377271,3.31244203366701,"Bamboo"
"202","K14575_AAA family ATPase","K14575","variable:Microbe_treatment",0.415406061413572,0.0410015846182081,-0.801463849528056,"K14575","AAA family ATPase","Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis",0.697102764868537,-0.906606616327537,1.60370938119607,2.21442917708626,"Bamboo"
"203","K14597_chlorobactene glucosyltransferase","K14597","variable:Microbe_treatment",0.341340520572231,0.148107130672306,-0.474019874039934,"K14597","chlorobactene glucosyltransferase","Metabolism; Metabolism of terpenoids and polyketides; Carotenoid biosynthesis",0.870321589830871,-0.86095448177408,1.73127607160495,2.39088242186071,"Bamboo"
"204","K14638_solute carrier family 15 (peptide/histidine transporter), member 3/4","K14638","variable:Microbe_treatment",-0.145327011887653,0.562930112684167,-0.702585628564587,"K14638","solute carrier family 15 (peptide/histidine transporter), member 3/4","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.462574946402018,-0.635604547264062,1.09817949366608,1.51516835359685,"Bamboo"
"205","K14654_2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","K14654","variable:Microbe_treatment",0.288353787188599,0.155600405274059,-0.70945495285647,"K14654","2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism",0.707952786125972,-0.869153863817645,1.57710664994362,2.17763165389025,"Bamboo"
"206","K14666_N-acetylglucosaminyltransferase [EC:2.4.1.-]","K14666","variable:Microbe_treatment",0.324872899192553,0.107509955928117,-0.759275652009499,"K14666","N-acetylglucosaminyltransferase [EC:2.4.1.-]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases",0.985053092029283,-1.18352887443368,2.16858196646296,2.99577421500329,"Bamboo"
"207","K14672_putative polyketide hydroxylase","K14672","variable:Microbe_treatment",0.328002238511461,0.285806193878043,-0.871584282207711,"K14672","putative polyketide hydroxylase","Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",1.24906500243807,-1.40557583401515,2.65464083645321,3.6681022693432,"Bamboo"
"208","K14715_solute carrier family 39 (zinc transporter), member 9","K14715","variable:Microbe_treatment",0.42401815133524,0.342231243762276,-1.12552375607079,"K14715","solute carrier family 39 (zinc transporter), member 9","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters",0.880187934556895,-1.0983244630172,1.9785123975741,2.73286551951371,"Bamboo"
"209","K14941_2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]","K14941","variable:Microbe_treatment",0.662948237565309,0.692833494983087,-1.50936025687271,"K14941","2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]","Metabolism; Energy metabolism; Methane metabolism",0.482489608474528,-0.575736134754356,1.05822574322888,1.45990338683354,"Bamboo"
"210","K15064_syringate O-demethylase [EC:2.1.1.-]","K15064","variable:Microbe_treatment",0.514151232414513,0.571640347028913,-1.21491530602345,"K15064","syringate O-demethylase [EC:2.1.1.-]","Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",1.07173931321523,-1.15013789802301,2.22187721123824,3.06949345034211,"Bamboo"
"211","K15065_3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]","K15065","variable:Microbe_treatment",0.507045997327998,0.442713005466035,-1.04468775682386,"K15065","3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]","Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",0.880030566893976,-0.937667379047877,1.81769794594185,2.51042318988846,"Bamboo"
"212","K15066_vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]","K15066","variable:Microbe_treatment",0.482387787748387,0.411655692074773,-0.94273811000754,"K15066","vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]","Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation",1.23274252707402,-1.26230789197872,2.49505041905274,3.44735305263966,"Bamboo"
"213","K15314_enediyne polyketide synthase","K15314","variable:Microbe_treatment",0.17637807107565,0.48645859188224,-1.01259228416033,"K15314","enediyne polyketide synthase","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of enediyne antibiotics | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",0.382235901404303,-0.594593044875096,0.976828946279399,1.34731342396825,"Bamboo"
"214","K15385_aspyridone synthetase trans-acting enoyl reductase","K15385","variable:Microbe_treatment",-0.197087173654732,0.630049785813338,-0.83081537500499,"K15385","aspyridone synthetase trans-acting enoyl reductase","Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",0.448557766735188,-0.690117504787606,1.13867527152279,1.57118306542781,"Bamboo"
"215","K15387_FAD-dependent monooxygenase","K15387","variable:Microbe_treatment",0.32567886184428,0.104790989008675,-0.79033056860565,"K15387","FAD-dependent monooxygenase","Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins",0.817627796196887,-1.03612033623552,1.85374813243241,2.56028865524305,"Bamboo"
"216","K15451_tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]","K15451","variable:Microbe_treatment",0.029751318783745,0.126671625381774,-0.341251407646766,"K15451","tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis",0.617830038923273,-0.730050235419431,1.3478802743427,1.86056034293106,"Bamboo"
